epoch,train_loss,train_acc,val_loss,val_acc,loss_diff,acc_diff,learning_rate,val_miou
323,0.115399,0.971866,0.505446,0.934697,0.390047,0.037169,0.00161934,0.837439
324,0.130235,0.968052,0.475481,0.931494,0.345246,0.036558,0.00161283,0.831228
325,0.128349,0.968628,0.503802,0.932675,0.375453,0.035953,0.00160633,0.830593
326,0.126994,0.968757,0.464118,0.930751,0.337123,0.038005,0.00159983,0.825451
327,0.120984,0.970185,0.465157,0.934287,0.344174,0.035898,0.00159333,0.836252
328,0.123339,0.969672,0.473281,0.933787,0.349942,0.035886,0.00158684,0.835014
329,0.116295,0.971136,0.470631,0.934835,0.354336,0.036300,0.00158036,0.837476
330,0.117683,0.971095,0.471146,0.933376,0.353462,0.037719,0.00157387,0.828787
331,0.116501,0.971186,0.465919,0.936340,0.349418,0.034846,0.00156740,0.840629
332,0.114037,0.971831,0.466421,0.936737,0.352384,0.035094,0.00156092,0.840997
333,0.111465,0.972227,0.494055,0.936636,0.382591,0.035591,0.00155446,0.841001
334,0.115190,0.971366,0.468928,0.937110,0.353738,0.034255,0.00154800,0.843815
335,0.117375,0.971323,0.476800,0.937438,0.359426,0.033885,0.00154154,0.842220
336,0.123507,0.969590,0.483072,0.936100,0.359564,0.033490,0.00153509,0.839064
337,0.116233,0.971893,0.503639,0.936408,0.387407,0.035485,0.00152864,0.841768
338,0.118998,0.971123,0.513065,0.935683,0.394066,0.035440,0.00152221,0.838767
339,0.123777,0.969707,0.450310,0.933904,0.326532,0.035803,0.00151577,0.836338
340,0.116022,0.971667,0.490967,0.935143,0.374945,0.036524,0.00150935,0.838338
341,0.113977,0.972601,0.477420,0.937258,0.363443,0.035343,0.00150293,0.840617
342,0.114934,0.972125,0.484053,0.937212,0.369119,0.034913,0.00149652,0.842053
343,0.117029,0.971301,0.501322,0.936047,0.384293,0.035254,0.00149011,0.841444
344,0.113019,0.972122,0.477305,0.935243,0.364286,0.036879,0.00148371,0.838170
345,0.109646,0.973828,0.506754,0.934288,0.397108,0.039540,0.00147732,0.836152
346,0.119961,0.970530,0.477100,0.935071,0.357139,0.035459,0.00147094,0.836427
347,0.123598,0.969359,0.485898,0.931706,0.362300,0.037652,0.00146456,0.826578
348,0.119819,0.971104,0.513533,0.933703,0.393714,0.037400,0.00145819,0.833787
349,0.117953,0.971014,0.477988,0.936180,0.360035,0.034834,0.00145183,0.840525
350,0.119353,0.971138,0.486833,0.933595,0.367480,0.037543,0.00144548,0.832299
351,0.115163,0.971456,0.507391,0.933649,0.392228,0.037807,0.00143914,0.831877
352,0.115402,0.971959,0.483902,0.936294,0.368501,0.035665,0.00143280,0.840104
353,0.109699,0.973301,0.478925,0.935717,0.369227,0.037584,0.00142648,0.840751
354,0.117515,0.972410,0.498808,0.935683,0.381293,0.036726,0.00142016,0.838894
355,0.137600,0.966666,0.497190,0.931495,0.359590,0.035170,0.00141385,0.827343
356,0.126131,0.969304,0.478681,0.932943,0.352550,0.036362,0.00140755,0.832795
357,0.113644,0.972000,0.477572,0.932371,0.363928,0.039628,0.00140126,0.832567
358,0.125106,0.970405,0.494182,0.931747,0.369076,0.038658,0.00139498,0.829372
359,0.138532,0.967242,0.498159,0.928971,0.359627,0.038271,0.00138871,0.823469
360,0.123035,0.969885,0.444647,0.933969,0.321612,0.035916,0.00138245,0.832503
361,0.116489,0.971749,0.493529,0.935854,0.377041,0.035896,0.00137620,0.840811
362,0.112334,0.972854,0.477007,0.934682,0.364673,0.038172,0.00136996,0.839445
363,0.110367,0.972867,0.487610,0.936014,0.377244,0.036853,0.00136373,0.840950
364,0.110546,0.972705,0.485822,0.935108,0.375276,0.037597,0.00135751,0.837927
365,0.109896,0.973655,0.482958,0.935293,0.373061,0.038363,0.00135130,0.836773
366,0.115314,0.972280,0.497358,0.933124,0.382044,0.039156,0.00134510,0.831034
367,0.110802,0.973105,0.491484,0.936388,0.380682,0.036718,0.00133892,0.840688
368,0.111451,0.972661,0.517942,0.933697,0.406491,0.038965,0.00133274,0.834911
369,0.109442,0.973483,0.486907,0.936722,0.377465,0.036761,0.00132658,0.843178
370,0.109637,0.973325,0.506882,0.936071,0.397245,0.037254,0.00132043,0.842072
371,0.109771,0.973236,0.488575,0.936666,0.378804,0.036570,0.00131428,0.843036
372,0.109331,0.973704,0.482418,0.934386,0.373087,0.039318,0.00130816,0.836515
373,0.107202,0.974072,0.497281,0.936402,0.390079,0.037670,0.00130204,0.839455
374,0.106716,0.973564,0.495841,0.935413,0.389124,0.038151,0.00129594,0.839502
375,0.104248,0.974184,0.502792,0.936598,0.398543,0.037586,0.00128984,0.840828
376,0.102381,0.974942,0.478550,0.936803,0.376168,0.038139,0.00128377,0.841413
377,0.107803,0.974089,0.502372,0.934258,0.394569,0.039831,0.00127770,0.840589
378,0.109851,0.973158,0.516011,0.935132,0.406160,0.038026,0.00127165,0.839221
379,0.103745,0.974521,0.529281,0.934738,0.425535,0.039783,0.00126561,0.833218
380,0.105481,0.974533,0.519155,0.934395,0.413675,0.040138,0.00125958,0.835845
381,0.114645,0.972084,0.513373,0.933503,0.398729,0.038582,0.00125357,0.829970
382,0.108270,0.973661,0.475367,0.936583,0.367097,0.037078,0.00124757,0.840736
383,0.107231,0.973809,0.488353,0.937490,0.381122,0.036320,0.00124158,0.841445
384,0.108085,0.973574,0.495032,0.936841,0.386948,0.036733,0.00123561,0.841408
385,0.104231,0.974768,0.513575,0.935741,0.409344,0.039027,0.00122965,0.838383
386,0.106288,0.973691,0.516048,0.935146,0.409761,0.038545,0.00122371,0.837628
387,0.105402,0.974129,0.514787,0.935516,0.409384,0.038613,0.00121778,0.838514
388,0.105524,0.973846,0.524082,0.935650,0.418558,0.038196,0.00121186,0.839677
389,0.106208,0.974456,0.509603,0.936801,0.403395,0.037655,0.00120596,0.840512
390,0.104488,0.974535,0.509392,0.936814,0.404904,0.037721,0.00120008,0.841590
391,0.104349,0.974545,0.514154,0.937144,0.409805,0.037401,0.00119421,0.843998
392,0.105126,0.974408,0.498222,0.936885,0.393096,0.037523,0.00118835,0.842525
393,0.098723,0.976470,0.506107,0.936482,0.407384,0.039988,0.00118251,0.841533
394,0.102013,0.974937,0.529045,0.936420,0.427032,0.038518,0.00117669,0.839196
395,0.102844,0.974845,0.513114,0.937461,0.410269,0.037383,0.00117088,0.843767
396,0.102682,0.974913,0.517850,0.936160,0.415168,0.038753,0.00116509,0.838880
397,0.101933,0.975308,0.529606,0.935737,0.427672,0.039571,0.00115931,0.838737
398,0.103527,0.974783,0.529368,0.936899,0.425841,0.037884,0.00115355,0.843142
399,0.104725,0.974759,0.534784,0.936269,0.430058,0.038489,0.00114781,0.840733
400,0.104755,0.974388,0.520947,0.938038,0.416193,0.036350,0.00114208,0.845174
401,0.105264,0.974232,0.516148,0.937996,0.410884,0.036236,0.00113637,0.843800
402,0.106132,0.974331,0.563379,0.934468,0.457247,0.039864,0.00113068,0.832944
403,0.102243,0.975475,0.546721,0.935318,0.444478,0.040157,0.00112500,0.836892
404,0.104535,0.974423,0.558419,0.937605,0.453884,0.036819,0.00111934,0.841949
405,0.106640,0.975127,0.542349,0.937567,0.435709,0.037560,0.00111370,0.843092
406,0.110955,0.972787,0.511404,0.936916,0.400449,0.035870,0.00110807,0.841158
407,0.105352,0.974295,0.536418,0.936319,0.431066,0.037976,0.00110247,0.839124
408,0.102921,0.975256,0.549787,0.935977,0.446866,0.039278,0.00109688,0.837046
409,0.104365,0.973526,0.520824,0.935795,0.416459,0.037732,0.00109131,0.838510
410,0.102513,0.975452,0.505628,0.938128,0.403115,0.037324,0.00108575,0.845354
411,0.099697,0.975887,0.510532,0.937814,0.410835,0.038073,0.00108022,0.842690
412,0.101719,0.975271,0.494837,0.938515,0.393118,0.036756,0.00107470,0.845343
413,0.108750,0.973471,0.528194,0.936172,0.419443,0.037298,0.00106920,0.838705
414,0.112214,0.972351,0.517627,0.934770,0.405414,0.037581,0.00106372,0.835501
415,0.103441,0.974993,0.531080,0.935214,0.427639,0.039780,0.00105826,0.834672
416,0.103288,0.974549,0.511392,0.937715,0.408105,0.036834,0.00105282,0.844934
417,0.102862,0.974828,0.512797,0.937977,0.409935,0.036850,0.00104740,0.843693
418,0.101904,0.975752,0.511524,0.937010,0.409620,0.038742,0.00104199,0.842706
419,0.099627,0.975605,0.510907,0.936384,0.411280,0.039221,0.00103661,0.840198
420,0.105606,0.973998,0.506273,0.935252,0.400668,0.038746,0.00103124,0.835605
421,0.100161,0.975129,0.513744,0.936222,0.413583,0.038907,0.00102590,0.838342
422,0.098376,0.976321,0.508349,0.937092,0.409974,0.039228,0.00102057,0.843020
423,0.098515,0.976041,0.538770,0.937234,0.440255,0.038808,0.00101527,0.842108
424,0.100711,0.975210,0.532032,0.937703,0.431321,0.037507,0.00100998,0.842054
425,0.099283,0.976126,0.524747,0.936577,0.425464,0.039549,0.00100472,0.839098
426,0.099747,0.975790,0.523084,0.937048,0.423337,0.038742,0.00099947,0.840707
427,0.102220,0.975578,0.515177,0.936454,0.412957,0.039124,0.00099425,0.838248
428,0.102763,0.974808,0.516122,0.938746,0.413359,0.036062,0.00098905,0.845636
429,0.099085,0.976224,0.523207,0.937939,0.424121,0.038285,0.00098387,0.844323
430,0.095312,0.976745,0.537695,0.937717,0.442382,0.039028,0.00097871,0.842445
431,0.097883,0.976142,0.502056,0.936635,0.404173,0.039507,0.00097357,0.840808
432,0.093509,0.976826,0.523841,0.938070,0.430332,0.038756,0.00096845,0.843931
433,0.097285,0.976422,0.537665,0.938302,0.440380,0.038120,0.00096335,0.845285
434,0.093395,0.977137,0.534992,0.938648,0.441597,0.038489,0.00095827,0.846336
435,0.097647,0.976147,0.485643,0.939691,0.387996,0.036456,0.00095322,0.846802
436,0.098511,0.975972,0.528328,0.938803,0.429817,0.037169,0.00094819,0.845616
437,0.098529,0.976670,0.514982,0.937622,0.416453,0.039048,0.00094318,0.841935
438,0.095266,0.976501,0.522879,0.938259,0.427613,0.038242,0.00093819,0.847002
439,0.096719,0.976440,0.550616,0.938561,0.453897,0.037879,0.00093322,0.845612
440,0.098057,0.976068,0.528260,0.938376,0.430203,0.037692,0.00092828,0.847429
441,0.096656,0.976219,0.533064,0.938733,0.436408,0.037486,0.00092336,0.848012
442,0.095847,0.975876,0.527388,0.939370,0.431541,0.036506,0.00091846,0.848293
443,0.095002,0.977151,0.534839,0.938992,0.439838,0.038160,0.00091359,0.848582
444,0.094962,0.976654,0.521851,0.939346,0.426890,0.037308,0.00090873,0.850243
445,0.097123,0.976289,0.527858,0.937673,0.430734,0.038617,0.00090391,0.845527
446,0.097016,0.976610,0.518910,0.938205,0.421894,0.038405,0.00089910,0.845610
447,0.100844,0.975120,0.539390,0.936527,0.438546,0.038594,0.00089432,0.840751
448,0.101745,0.974810,0.554034,0.938633,0.452289,0.036177,0.00088956,0.846005
449,0.097593,0.976008,0.511299,0.939710,0.413707,0.036298,0.00088482,0.849514
450,0.093706,0.977414,0.565253,0.938222,0.471547,0.039193,0.00088011,0.844745
451,0.103621,0.974762,0.514645,0.936973,0.411023,0.037789,0.00087542,0.841583
452,0.097345,0.976360,0.540007,0.937252,0.442662,0.039109,0.00087076,0.843860
453,0.094712,0.976572,0.556153,0.937603,0.461441,0.038969,0.00086612,0.844976
454,0.094307,0.977350,0.535599,0.938372,0.441292,0.038977,0.00086150,0.846061
455,0.098189,0.976673,0.577102,0.936624,0.478913,0.040049,0.00085691,0.840933
456,0.097582,0.976155,0.539185,0.936832,0.441603,0.039323,0.00085234,0.840441
457,0.095165,0.976525,0.539733,0.937097,0.444568,0.039429,0.00084780,0.839508
458,0.092185,0.977604,0.535642,0.938697,0.443456,0.038907,0.00084328,0.845846
459,0.095762,0.976845,0.510848,0.938174,0.415085,0.038671,0.00083879,0.845208
460,0.097248,0.975698,0.526857,0.938638,0.429609,0.037060,0.00083432,0.843668
461,0.094644,0.977011,0.540518,0.937807,0.445874,0.039204,0.00082988,0.841401
462,0.093137,0.976952,0.559732,0.937816,0.466595,0.039136,0.00082546,0.844312
463,0.092426,0.977400,0.546992,0.938911,0.454566,0.038489,0.00082107,0.846011
464,0.090515,0.977904,0.565813,0.936136,0.475298,0.041767,0.00081670,0.839051
465,0.090184,0.978109,0.533646,0.937478,0.443462,0.040631,0.00081236,0.841429
466,0.092602,0.977276,0.558167,0.938748,0.465566,0.038529,0.00080805,0.845444
467,0.088445,0.978817,0.569090,0.937631,0.480645,0.041186,0.00080376,0.841732
468,0.091682,0.977411,0.611719,0.936455,0.520037,0.040956,0.00079949,0.840428
469,0.093735,0.976892,0.609223,0.936077,0.515488,0.040815,0.00079525,0.835551
470,0.092039,0.977645,0.591127,0.935801,0.499088,0.041844,0.00079104,0.840162
471,0.091266,0.977417,0.599528,0.937368,0.508262,0.040049,0.00078686,0.843002
472,0.092714,0.977574,0.561043,0.937508,0.468329,0.040066,0.00078270,0.842545
473,0.094211,0.976545,0.607480,0.936345,0.513269,0.040200,0.00077857,0.841082
474,0.095436,0.976600,0.576541,0.936634,0.481106,0.039966,0.00077446,0.841597
475,0.094012,0.977500,0.569879,0.937507,0.475868,0.039993,0.00077038,0.843477
476,0.092230,0.977436,0.563760,0.937879,0.471530,0.039557,0.00076633,0.843629
477,0.098516,0.975571,0.538444,0.937126,0.439928,0.038444,0.00076231,0.842063
478,0.093024,0.977311,0.543504,0.937106,0.450480,0.040205,0.00075831,0.842233
479,0.093274,0.977577,0.577923,0.937275,0.484649,0.040303,0.00075434,0.841577
480,0.092521,0.977479,0.556658,0.938143,0.464137,0.039336,0.00075039,0.843550
481,0.090098,0.978196,0.559903,0.938303,0.469805,0.039893,0.00074648,0.842928
482,0.091018,0.977946,0.576584,0.937972,0.485567,0.039974,0.00074259,0.844655
483,0.093965,0.977510,0.567887,0.938190,0.473922,0.039320,0.00073873,0.844313
484,0.088491,0.978695,0.554851,0.938661,0.466359,0.040034,0.00073490,0.845004
485,0.090225,0.977903,0.570670,0.938366,0.480445,0.039537,0.00073109,0.843130
486,0.088042,0.978188,0.535767,0.939738,0.447725,0.038450,0.00072731,0.845536
487,0.089786,0.978100,0.583686,0.938642,0.493900,0.039458,0.00072356,0.843738
488,0.090453,0.977930,0.570309,0.938187,0.479857,0.039743,0.00071984,0.843520
489,0.086338,0.979356,0.546500,0.938780,0.460162,0.040576,0.00071615,0.846106
490,0.088522,0.978183,0.577550,0.939847,0.489027,0.038336,0.00071248,0.848894
491,0.088946,0.978424,0.578429,0.938857,0.489483,0.039567,0.00070885,0.845151
492,0.087859,0.978332,0.592233,0.938351,0.504374,0.039981,0.00070524,0.843370
493,0.086253,0.978637,0.554740,0.940026,0.468487,0.038610,0.00070166,0.846304
494,0.090944,0.978002,0.557286,0.939325,0.466343,0.038677,0.00069811,0.845369
495,0.086968,0.978610,0.595828,0.937982,0.508860,0.040628,0.00069459,0.841169
496,0.089568,0.978193,0.583708,0.939999,0.494139,0.038194,0.00069110,0.847978
497,0.088163,0.978367,0.572770,0.939485,0.484607,0.038882,0.00068763,0.848882
498,0.089963,0.978054,0.581473,0.939086,0.491510,0.038968,0.00068420,0.846106
499,0.093930,0.977116,0.551468,0.939842,0.457538,0.037274,0.00068079,0.847337
500,0.090157,0.977924,0.571461,0.937934,0.481304,0.039991,0.00067742,0.841616
501,0.089824,0.978132,0.543839,0.938634,0.454014,0.039498,0.00067407,0.845139
502,0.087803,0.978324,0.599435,0.938669,0.511632,0.039655,0.00067076,0.843401
503,0.087864,0.978504,0.562181,0.937997,0.474317,0.040507,0.00066747,0.843114
504,0.092283,0.977284,0.580371,0.937149,0.488087,0.040135,0.00066421,0.840698
505,0.086435,0.978677,0.564102,0.938093,0.477666,0.040584,0.00066098,0.843813
506,0.087956,0.978565,0.554144,0.939413,0.466188,0.039152,0.00065778,0.847746
507,0.087600,0.978742,0.575618,0.938643,0.488019,0.040099,0.00065462,0.845432
508,0.084672,0.979005,0.583384,0.938359,0.498712,0.040646,0.00065148,0.845071
509,0.086235,0.979060,0.581523,0.938807,0.495288,0.040253,0.00064837,0.844171
510,0.087065,0.979270,0.608830,0.938834,0.521765,0.040436,0.00064529,0.840186
511,0.089007,0.977990,0.579990,0.939050,0.490983,0.038940,0.00064225,0.842692
512,0.083975,0.979142,0.565992,0.939041,0.482017,0.040101,0.00063923,0.845214
513,0.089417,0.978514,0.602199,0.938982,0.512782,0.039532,0.00063624,0.845630
514,0.086068,0.979153,0.579280,0.938850,0.493211,0.040303,0.00063329,0.847506
515,0.088600,0.978395,0.604651,0.938901,0.516051,0.039493,0.00063036,0.843845
516,0.087747,0.978456,0.586911,0.938911,0.499164,0.039545,0.00062747,0.847144
517,0.086192,0.979147,0.580373,0.938493,0.494181,0.040654,0.00062460,0.845532
