epoch,train_loss,train_acc,val_loss,val_acc,loss_diff,acc_diff,learning_rate
65,0.810201,0.901945,0.832700,0.876251,0.022499,0.025694,0.00027373
66,0.807556,0.902888,0.834797,0.875020,0.027241,0.027868,0.00025986
67,0.807500,0.903248,0.832452,0.876300,0.024952,0.026949,0.00024623
68,0.803794,0.904363,0.831400,0.876871,0.027606,0.027492,0.00023285
69,0.802210,0.905158,0.830799,0.876333,0.028589,0.028825,0.00021974
70,0.800336,0.906161,0.827749,0.878945,0.027413,0.027217,0.00020690
71,0.813613,0.900426,0.825211,0.879263,0.011598,0.021163,0.00019435
72,0.809903,0.901964,0.820969,0.880327,0.011066,0.021637,0.00018211
73,0.806454,0.903445,0.823039,0.880668,0.016585,0.022778,0.00017017
74,0.803175,0.904717,0.821738,0.881580,0.018563,0.023137,0.00015857
75,0.802492,0.905098,0.818608,0.882685,0.016117,0.022413,0.00014730
76,0.800438,0.905809,0.815600,0.883716,0.015162,0.022093,0.00013638
77,0.798900,0.906494,0.816299,0.883520,0.017399,0.022973,0.00012582
78,0.796290,0.907701,0.814269,0.884563,0.017979,0.023139,0.00011563
79,0.795571,0.907874,0.814746,0.884233,0.019176,0.023641,0.00010582
80,0.794697,0.908326,0.813196,0.884691,0.018500,0.023635,0.00009640
81,0.790947,0.909704,0.813866,0.885430,0.022919,0.024274,0.00008737
82,0.790977,0.909752,0.810368,0.886053,0.019391,0.023698,0.00007876
83,0.788663,0.910880,0.811742,0.885416,0.023079,0.025464,0.00007056
84,0.788608,0.911016,0.813586,0.885669,0.024978,0.025346,0.00006278
85,0.787808,0.911308,0.812234,0.885924,0.024425,0.025384,0.00005544
