epoch,train_loss,train_acc,val_loss,val_acc,loss_diff,acc_diff,learning_rate
1,1.478834,0.625340,1.368154,0.634766,-0.110680,-0.009425,0.00034000
2,1.345658,0.677296,1.310799,0.665317,-0.034860,0.011979,0.00067000
3,1.299626,0.699482,1.345244,0.670707,0.045618,0.028775,0.00100000
4,1.240839,0.725722,1.174903,0.730868,-0.065936,-0.005146,0.00099975
5,1.201904,0.743129,1.150203,0.741889,-0.051701,0.001240,0.00099901
6,1.166883,0.757785,1.124700,0.752066,-0.042183,0.005718,0.00099778
7,1.143081,0.768015,1.137767,0.750788,-0.005314,0.017227,0.00099606
8,1.121928,0.775828,1.092700,0.769334,-0.029228,0.006494,0.00099385
9,1.106150,0.782689,1.088197,0.765725,-0.017953,0.016964,0.00099115
10,1.088312,0.790179,1.065907,0.781887,-0.022405,0.008291,0.00098797
11,1.076146,0.795707,1.051082,0.781034,-0.025064,0.014672,0.00098431
12,1.065256,0.800124,1.029536,0.791546,-0.035720,0.008577,0.00098017
13,1.054350,0.805000,1.044235,0.787546,-0.010114,0.017455,0.00097555
14,1.046526,0.807782,1.009497,0.801039,-0.037029,0.006743,0.00097047
15,1.034607,0.812885,1.020043,0.798464,-0.014564,0.014421,0.00096492
16,1.026911,0.815959,1.012737,0.798715,-0.014173,0.017245,0.00095892
17,1.019767,0.819024,1.010705,0.801611,-0.009062,0.017413,0.00095246
18,1.010313,0.823491,1.012131,0.798930,0.001817,0.024561,0.00094556
19,1.003950,0.825837,1.001086,0.803113,-0.002864,0.022724,0.00093822
20,0.996170,0.828896,0.993481,0.811362,-0.002689,0.017534,0.00093044
21,0.989752,0.831776,0.986018,0.809609,-0.003733,0.022166,0.00092224
22,0.981796,0.835000,0.978049,0.815092,-0.003747,0.019907,0.00091363
23,0.977374,0.837015,0.969509,0.818531,-0.007865,0.018483,0.00090460
24,0.971608,0.839769,0.959394,0.821928,-0.012215,0.017841,0.00089518
25,0.963445,0.842251,0.990369,0.806419,0.026924,0.035831,0.00088537
26,0.957282,0.845329,0.947851,0.826702,-0.009431,0.018627,0.00087518
27,0.952572,0.847126,0.955146,0.820866,0.002574,0.026260,0.00086462
28,0.946431,0.849611,0.948551,0.827864,0.002120,0.021747,0.00085370
29,0.942649,0.851093,0.962830,0.819755,0.020181,0.031338,0.00084243
